word,language
එක්වන,Sinhala
עסן,Yiddish
larĝa,Esperanto
கலை,Tamil
apdzīvot,Latvian
অনুমতি,Bengali
grut,Frisian
জ্যা,Bengali
plachta,Czech
naje,Haitian
ຊັ້ນ,Lao
ਪੰਛੀ,Punjabi
derbiga,Somali
hratt,Icelandic
spår,Swedish
derbasbûn,Kurdish
brālis,Latvian
հմտություն,Armenian
Form,German
помогне,Cebuano
zirkulua,Basque
tootma,Estonian
megy,Hungarian
uaine,Scots
odaberite,Bosnian
त्यो,Nepali
a,Chinese
kiaušinis,Lithuanian
silenci,Catalan
eyga,Somali
maneh,Sundanese
копия,Russian
δώσει,Greek
અનેક,Gujarati
тешки,Macedonian
喜び,Japanese
pamerean,Sundanese
abu,Hausa
masaya,Filipino
কারণ,Bengali
خلف,Arabic
दूसरा,Hindi
skóre,Slovak
වැඩ,Sinhala
вода,Bulgarian
igrajo,Slovenian
tvár,Slovak
کلاس,Persian
χαμόγελο,Greek
kolpe,Basque
etsoe,Sesotho
uzminēt,Latvian
són,Catalan
ראָד,Yiddish
راستہ,Urdu
I,Polish
kontinan,Haitian
woastyn,Frisian
start,Azerbaijani
សុវត្ថភាព,Khmer
書く,Japanese
envisager,French
am,Portuguese
thonje,Chichewa
многу,Macedonian
arabinrin,Yoruba
nguvu,Swahili
late,English
총,Korean
zentzu,Basque
ព្រឹក,Khmer
عزيزتي,Arabic
thư,Vietnamese
toplamaq,Azerbaijani
yayoboye,Kinyarwanda
алу,Kazakh
agung,Indonesian
kruh,Slovak
ишенимдүү,Kyrgyz
زندگي,Sindhi
ua,Hmong
vietor,Slovak
sarotra,Malagasy
umuhungu,Kinyarwanda
peligro,Spanish
дърво,Cebuano
मासु,Nepali
peb,Hmong
ven,Haitian
var,Turkish
lift,Swedish
dymuno,Welsh
сиденья,Russian
испрати,Macedonian
болох,Mongolian
जैसा,Hindi
dollaren,Danish
ռադիո,Armenian
רוצה,Hebrew
iad,Irish
toon,Estonian
Maschine,German
huge,English
forberede,Danish
සලකා,Sinhala
zápas,Slovak
hava,Turkish
though,Swedish
их,Mongolian
ostra,Slovenian
lè,Haitian
wuri,Hausa
putki,Finnish
incipe,Latin
ບ່ອນນັ່ງ,Lao
lag,Swedish
team,English
začetek,Slovenian
kap,Hungarian
ebaki,Basque
բացառությամբ,Armenian
an,Frisian
dan,Maltese
月,Japanese
ठेवा,Marathi
הכרחי,Hebrew
região,Portuguese
niz,Croatian
ruzivo,Shona
puhua,Finnish
rey,Spanish
kosto,Esperanto
век,Russian
ມີຄວາມຫຍຸ້ງຍາກ,Lao
даде,Macedonian
жалпы,Kazakh
fonctionner,French
cogitis,Latin
আকার,Bengali
жақын,Kazakh
dziko,Chichewa
szoros,Hungarian
igufwa,Kinyarwanda
logo,Galician
ogień,Polish
很高,Chinese
zibonisa,Xhosa
mânca,Romanian
әңгіме,Kazakh
ネクタイ,Japanese
මස්,Sinhala
olie,Afrikaans
ilaa,Somali
pao,Bosnian
per,Latin
materijala,Bosnian
درېدل,Pashto
phezu,Xhosa
hot,Danish
ສີແດງ,Lao
nu,Romanian
направи,Macedonian
ferdighet,Norwegian
movemento,Galician
имаше,Bulgarian
пареа,Macedonian
வர்த்தக,Tamil
вказують,Ukrainian
ત્યાં,Gujarati
bucătar,Romanian
conectar,Portuguese
вземете,Cebuano
Ланд,Serbian
partid,Romanian
svar,Danish
உறுப்பு,Tamil
छेद,Hindi
igwu,Igbo
дагы,Kyrgyz
ຢ່າງກວ້າງຂວາງ,Lao
سیاہ,Urdu
повторете,Cebuano
kontrolo,Esperanto
gutura,Kinyarwanda
duerch,Luxembourgish
పద్ధతి,Telugu
درجہ,Urdu
одредити,Serbian
ushqim,Albanian
equipe,Portuguese
akor,Turkish
protiv,Croatian
लंबे,Hindi
Wasser,German
qhuba,Zulu
hazo,Malagasy
ਗਊ,Punjabi
premsa,Catalan
søvn,Danish
avanoa,Samoan
chọrọ,Igbo
ಕಿವಿ,Kannada
جتي,Sindhi
өзін-өзі,Kazakh
поберат,Bulgarian
бүрэн,Mongolian
sur,French
de,Spanish
hlutur,Icelandic
hiji,Sundanese
apoyo,Spanish
escoller,Galician
बीस,Nepali
fylgjast,Icelandic
od,Bosnian
haku,Finnish
растенија,Macedonian
keng,Uzbek
yoherejwe,Kinyarwanda
cóir,Irish
thatë,Albanian
го,Macedonian
ආරක්ෂිත,Sinhala
haroj,Esperanto
skjønnhet,Norwegian
合計,Japanese
מאַשין,Yiddish
изгледа,Macedonian
အမျိုးသမီးများ,Myanmar
ارزښت,Pashto
plānas,Latvian
ਨਦੀ,Punjabi
serin,Turkish
स्तंभ,Marathi
firkantet,Danish
sentiasa,Malaysian
in,Dutch
کھولیں,Urdu
wjuk,Frisian
శక్తి,Telugu
kadi,Swahili
napajanja,Bosnian
River,Bosnian
pas,Croatian
දුම්රිය,Sinhala
өсті,Kazakh
fihla,Sesotho
odgovor,Slovenian
ನೃತ್ಯ,Kannada
мажи,Macedonian
vaenlane,Estonian
muaj,Albanian
ຍາວ,Lao
ruvara,Shona
ಕಲ್ಪನೆ,Kannada
هو,Arabic
קענען,Yiddish
pagājušajā,Latvian
хайрцаг,Mongolian
നൽകുക,Malayalam
saskaņā,Latvian
kamioi,Basque
bar,English
kure,Shona
sorpresa,Spanish
Lone,Myanmar
richtig,German
skill,Basque
ทำความสะอาด,Thai
il,Italian
milia,Basque
krag,Afrikaans
bilo,Bosnian
雪,Japanese
ak,Haitian
रेल,Nepali
تور,Pashto
hidup,Indonesian
ອາຍຸ,Lao
հսկայական,Armenian
bò,Haitian
okusheshayo,Zulu
lezdan,Kurdish
bisa,Javanese
si,Yoruba
ਸ਼ਾਇਦ,Punjabi
получать,Russian
gunung,Javanese
spot,Italian
parler,French
білий,Ukrainian
સાથે,Gujarati
unuhi,Hawaiian
더블,Korean
moderne,Dutch
kontrole,Latvian
тамошо,Tajik
කරන්න,Sinhala
sawise,Javanese
oceaan,Dutch
prendere,Italian
tučný,Slovak
бірақ,Kazakh
第2,Japanese
us,Slovak
tai,Sesotho
فکر,Pashto
emi,Yoruba
마일,Korean
pesem,Slovenian
mount,Vietnamese
Vortrag,German
ketemu,Javanese
murandu,Shona
دفتر,Persian
aroha,Maori
hana,Hawaiian
kamay,Filipino
võita,Estonian
praca,Polish
elsker,Danish
ისტორია,Georgian
sepi,Javanese
fel,Frisian
thực,Vietnamese
téma,Hungarian
minimus,Latin
deneyim,Turkish
правописа,Bulgarian
खूपच,Marathi
guardado,Spanish
ya,Sesotho
आघाडी,Marathi
مجموعة,Arabic
off,Latin
mgbanaka,Igbo
stieple,Latvian
fal,Somali
нем,Serbian
sivuliike,Finnish
fefe,Samoan
ඇඳුම,Sinhala
կամ,Armenian
знаеја,Macedonian
corte,Galician
lift,Uzbek
saw,Javanese
soldat,Swedish
popsat,Czech
allgemeng,Luxembourgish
値,Japanese
opotřebení,Czech
ontvang,Afrikaans
ditulis,Javanese
வரும்,Tamil
imvugo,Kinyarwanda
corse,Corsican
աթոռ,Armenian
ਨਾਲ,Punjabi
кафш,Tajik
думаю,Belarusian
mező,Hungarian
өндөр,Mongolian
centru,Romanian
ການແຜ່ກະຈາຍ,Lao
成功,Japanese
галоўны,Belarusian
mundo,Galician
chati,Swahili
எடை,Tamil
avain,Finnish
cez,Slovak
էջ,Armenian
ഉദ്ദേശിച്ചത്,Malayalam
لوی,Pashto
ossiġnu,Maltese
гарачая,Belarusian
badda,Somali
basa,Sundanese
climb,English
anagunda,Chichewa
thứ,Vietnamese
zeigen,German
võimsus,Estonian
కొవ్వు,Telugu
پرداخت,Persian
اتفاق,Sindhi
te,Bosnian
Empeleni,Zulu
ntiv,Hmong
ka,Hawaiian
ទាំងមូល,Khmer
gegnum,Icelandic
ສຸດທ້າຍ,Lao
at,Filipino
ಚೆಂಡನ್ನು,Kannada
суръат,Tajik
глагол,Cebuano
สถานที่ให้บริการ,Thai
család,Hungarian
ਦੇਵੇਤੇ,Punjabi
enter,English
법,Korean
იზრდება,Georgian
ზაფხულში,Georgian
matambiro,Shona
vana,Estonian
सामान्य,Hindi
واحد,Urdu
पालन,Nepali
주,Korean
животните,Bulgarian
taimi,Samoan
должина,Macedonian
kinga,Estonian
lemak,Indonesian
партија,Macedonian
ձի,Armenian
สูท,Thai
operare,Italian
tokë,Albanian
adalah,Malaysian
لعبة,Arabic
Sixhenxe,Xhosa
materiál,Czech
sanyi,Hausa
ho,Malagasy
pob,Hmong
ne,Lithuanian
kelello,Sesotho
àbhaisteach,Scots
авто,Mongolian
saken,Norwegian
sida,Somali
könnyű,Hungarian
ಮಹಿಳೆಯರು,Kannada
কিভাবে,Bengali
compter,French
contenir,Catalan
ата,Kyrgyz
güzellik,Turkish
šanse,Bosnian
saj,Slovenian
levo,Slovenian
вважати,Ukrainian
nálægt,Icelandic
стар,Cebuano
îmtîhan,Kurdish
nam,Vietnamese
waasser,Luxembourgish
gerr,Kurdish
büro,Luxembourgish
điểm,Vietnamese
अन्य,Nepali
ред,Serbian
일,Korean
किया,Hindi
poto,Maori
колокол,Russian
چسپاں,Urdu
意思,Chinese
nutq,Uzbek
دروغ,Pashto
эч,Kyrgyz
ikpeazụ,Igbo
dị,Igbo
很快,Chinese
swen,Haitian
kryt,Czech
കാവൽ,Malayalam
wekîdi,Kurdish
Ziur,Basque
ზმნის,Georgian
kereszt,Hungarian
pepa,Samoan
जबकि,Hindi
que,Spanish
mifanohitra,Malagasy
gratuit,French
కుక్క,Telugu
жигүүр,Mongolian
lugar,Filipino
icyi,Kinyarwanda
흥분,Korean
അക്ഷരം,Malayalam
жеңіс,Kazakh
harrapatu,Basque
Verfahren,German
apel,Sundanese
straat,Afrikaans
hàng,Vietnamese
دور,Sindhi
การเยี่ยมชม,Thai
postrojenja,Bosnian
ດາວ,Lao
અને,Gujarati
късно,Cebuano
hladno,Slovenian
ugh,Scots
nrog,Hmong
znanost,Croatian
пеш,Tajik
cerība,Latvian
девять,Russian
konja,Bosnian
ezinkulu,Zulu
خود,Persian
suit,English
radio,Latin
mhodzi,Shona
whēkau,Maori
merken,German
stêd,Frisian
pindutin,Filipino
دعوة,Arabic
動物,Japanese
sħun,Maltese
dia,Malagasy
antal,Swedish
faarf,Luxembourgish
ved,Danish
위치,Korean
hukum,Sundanese
कंधे,Hindi
listessu,Corsican
karta,Maltese
ugu,Somali
mô,Vietnamese
эмэгтэй,Mongolian
常に,Japanese
sauss,Latvian
chick,English
novo,Portuguese
આકૃતિ,Gujarati
basic,English
ශබ්ද,Sinhala
វ័យក្មេង,Khmer
ಕಷ್ಟ,Kannada
gaʻo,Samoan
трябва,Cebuano
maggiore,Italian
प्रकारची,Marathi
ehiza,Basque
mięso,Polish
ਆਇਆ,Punjabi
түн,Kazakh
busy,Swahili
ruzha,Shona
nòmal,Haitian
yang,Indonesian
ndërtuar,Albanian
slikti,Latvian
áin,Icelandic
nanao,Malagasy
abụba,Igbo
மிகவும்,Tamil
drugi,Croatian
juokas,Lithuanian
संगीत,Hindi
памук,Bulgarian
tiyang,Javanese
llais,Welsh
தொடங்கும்,Tamil
רופא,Hebrew
често,Macedonian
ດີໃຈ,Lao
bulala,Xhosa
বিস্ময়,Bengali
отличаются,Russian
teikti,Lithuanian
მეშვეობით,Georgian
kaptan,Maltese
hasonló,Hungarian
ಮರಿಯನ್ನು,Kannada
fada,Scots
প্রতীক,Bengali
söder,Swedish
saison,Luxembourgish
刚,Chinese
مدت,Persian
lepšia,Slovak
metāla,Latvian
öz,Azerbaijani
托,Chinese
cuntinuvà,Corsican
सूर्य,Marathi
ಜನನ,Kannada
kapeteni,Samoan
ruído,Portuguese
era,Spanish
ღონისძიება,Georgian
isa,Hausa
ຕ້ອງ,Lao
jõuda,Estonian
allai,Welsh
kõrb,Estonian
ਦੀ,Punjabi
ครอบครัว,Thai
Edge,Kazakh
wayahe,Javanese
tsis,Hmong
korner,Basque
කෙළවරේ,Sinhala
grand,Dutch
वाळवंट,Marathi
ezithile,Xhosa
секунҷа,Tajik
ati,Kinyarwanda
lov,Slovenian
grad-,Scots
teaghlach,Irish
муносиб,Tajik
dinja,Maltese
fracción,Spanish
אונדז,Yiddish
अनेकदा,Marathi
livello,Italian
सर्कल,Nepali
छोराछोरीको,Nepali
lawe,Hawaiian
kontwòl,Haitian
σειρά,Greek
kes,Malaysian
markaður,Icelandic
pean,Basque
difícil,Portuguese
সঠিক,Bengali
bréngen,Luxembourgish
оғаш,Kazakh
テーマ,Japanese
palabuhan,Sundanese
ໄວ,Lao
άνθρωπος,Greek
ಕ,Kannada
yeye,Swahili
object,Azerbaijani
하늘,Korean
музыка,Kazakh
schafen,Luxembourgish
πέτρα,Greek
değişim,Turkish
loj,Hmong
মুহূর্ত,Bengali
donje,Shona
elemento,Filipino
حقیقت,Urdu
rääkis,Estonian
चार,Nepali
shkaku,Albanian
multiplicar,Catalan
protsessi,Estonian
ಬೆರಳು,Kannada
넥타이,Korean
բաց,Armenian
principal,Galician
jirka,Somali
qenë,Albanian
zmiana,Polish
gawin,Filipino
е,Cebuano
spadol,Slovak
ruža,Bosnian
მუშავდება,Georgian
in,Irish
验,Chinese
ndetse,Kinyarwanda
állomás,Hungarian
täielik,Estonian
vlečnica,Slovenian
wzrosnąć,Polish
qosol,Somali
เชาวน์,Thai
день,Ukrainian
kursus,Danish
ادا,Urdu
compania,Romanian
Фруит,Serbian
lekarz,Polish
selv,Danish
सुना,Hindi
de,Catalan
arkasında,Turkish
dhabta,Somali
લાકડું,Gujarati
qul,Uzbek
mencapai,Malaysian
tveir,Icelandic
Bett,German
создаде,Macedonian
באַן,Yiddish
יעדער,Yiddish
तपासा,Marathi
เลื่อย,Thai
werna,Javanese
ikutloa,Sesotho
پوشیدہ,Urdu
শিবির,Bengali
опитайте,Cebuano
terus,Indonesian
సోదరుడు,Telugu
slikts,Latvian
isitalato,Xhosa
rop,Swedish
nói,Vietnamese
monate,Sesotho
անցյալ,Armenian
меншік,Kazakh
foi,Galician
хэрэгтэй,Mongolian
будзе,Belarusian
ход,Bulgarian
master,Italian
centro,Esperanto
het,Welsh
feierblumm,Luxembourgish
haum,Hmong
mea,Samoan
چمک,Urdu
tilî,Kurdish
mar,Scots
stutt,Icelandic
목,Korean
caccia,Corsican
irangi,Kinyarwanda
ая,Mongolian
udaljene,Bosnian
наћи,Serbian
сделал,Russian
atom,Welsh
еднакви,Macedonian
colina,Spanish
орган,Belarusian
стоеше,Bulgarian
โทน,Thai
برابر,Urdu
zdroj,Czech
warqad,Somali
Grad,Bosnian
ქალი,Georgian
qüestió,Catalan
فلزي,Pashto
demà,Catalan
brown,Yoruba
provést,Czech
ieu,Sundanese
முகத்தை,Tamil
remplir,French
મળી,Gujarati
آخری,Urdu
tanda,Sundanese
жижиг,Mongolian
aldrei,Icelandic
particolare,Italian
contar,Spanish
i,Irish
onwunwe,Igbo
нерухомість,Ukrainian
sekcio,Esperanto
تغییر,Persian
लेख्न,Nepali
amfani,Hausa
nivel,Romanian
практыкаванні,Belarusian
لے,Urdu
poyambira,Chichewa
除了,Chinese
или,Cebuano
ಕೆಲವು,Kannada
Harkje,Frisian
nigba,Yoruba
ebenaĵo,Esperanto
ಈ,Kannada
příčina,Czech
aroha,Maori
esi,Yoruba
докато,Cebuano
şimal,Azerbaijani
កៅអី,Khmer
экинчи,Kyrgyz
бөмбөг,Mongolian
starost,Croatian
pasti,Sundanese
Afirika,Yoruba
arrière,French
prif,Welsh
کپن,Sindhi
spread,Polish
оруулах,Mongolian
da,Italian
எடுக்க,Tamil
loʻu,Samoan
uskoa,Finnish
skratt,Swedish
saad,Afrikaans
bahaya,Indonesian
przewodnik,Polish
proti,Slovenian
badan,Malaysian
motive,Haitian
కాలం,Telugu
ambao,Swahili
उघडा,Marathi
ชำระ,Thai
Hmoob,Hmong
hore,Somali
מוצר,Hebrew
feliz,Spanish
ਦੀ,Punjabi
istwa,Haitian
muut,Finnish
caractère,French
reusachtig,Dutch
figuur,Afrikaans
сильний,Ukrainian
umgwaqo,Zulu
repeat,English
रमा,Nepali
meu,Portuguese
caça,Catalan
중간,Korean
зорка,Belarusian
चित्र,Marathi
rev,Kurdish
lihat,Indonesian
ona,Samoan
bileog,Irish
ゲット,Japanese
domus,Latin
garis,Sundanese
midira,Malagasy
pensar,Spanish
o,Samoan
magnēts,Latvian
lista,Spanish
Индустрија,Serbian
висок,Macedonian
cotone,Italian
siyahısı,Azerbaijani
ပွတ်တိုက်,Myanmar
qoxra,Maltese
byd,Welsh
અનુભવ,Gujarati
mnogo,Bosnian
สงคราม,Thai
ers,Welsh
andere,Dutch
શેરી,Gujarati
menm,Haitian
ຂ້າພະເຈົ້າ,Lao
kārta,Latvian
എന്ത്,Malayalam
leeftijd,Dutch
강한,Korean
د,Pashto
matagalan,Filipino
મળી,Gujarati
volgen,Dutch
similar,Spanish
sztuka,Polish
үед,Mongolian
salah,Malaysian
ilizwe,Xhosa
pangmaramihang,Filipino
kavalidwe,Chichewa
düz,Azerbaijani
soñar,Galician
skulder,Norwegian
الطابق,Arabic
evulekile,Zulu
може,Ukrainian
rezoud,Haitian
પ્રતિનિધિત્વ,Gujarati
wojna,Polish
bere,Basque
batla,Sesotho
masa,Malaysian
الفضاء,Arabic
nla,Yoruba
desear,Spanish
slijediti,Croatian
қиын,Kazakh
জন্ম,Bengali
may,Azerbaijani
nazorat,Uzbek
funnet,Norwegian
заўсёды,Belarusian
ধারণ,Bengali
歯牙,Japanese
li,Maltese
изпрати,Cebuano
достигне,Cebuano
bhealach,Irish
barov,Slovenian
ໄດ້,Lao
မှီခို,Myanmar
Мислио,Serbian
vraag,Dutch
inventare,Italian
пешниҳод,Tajik
logi,Estonian
syarikat,Malaysian
jippermettu,Maltese
lunghezza,Corsican
форма,Ukrainian
frakcija,Bosnian
quddiem,Maltese
Strom,German
Kompania,Albanian
ola,Spanish
prea,Romanian
higadura,Basque
ke,Sesotho
malpeza,Esperanto
现,Chinese
tero,Esperanto
haukūoro,Maori
thực,Vietnamese
kapitál,Czech
పర్వతము,Telugu
thetha,Xhosa
kollu,Maltese
หยุด,Thai
leeg,Hmong
medyo,Filipino
sedd,Welsh
yekbûn,Kurdish
cztery,Polish
urlabhra,Irish
pengalaman,Javanese
burt,Icelandic
sėkmė,Lithuanian
матч,Belarusian
ရှိပါတယ်,Myanmar
velho,Portuguese
lumitaw,Filipino
gissa,Swedish
цент,Russian
kos,Hmong
ជា,Khmer
сказаў,Belarusian
ස්වාමියා,Sinhala
പ്രദേശം,Malayalam
აქვს,Georgian
ភ្លើង,Khmer
umnqweno,Xhosa
sefyll,Welsh
pareizs,Latvian
изчезнал,Cebuano
grand,French
membuat,Indonesian
لاء,Sindhi
ड्रप,Nepali
เพิ่มขึ้น,Thai
noriu,Lithuanian
клетка,Cebuano
хүснэгт,Mongolian
прозорец,Macedonian
ກົດຫມາຍ,Lao
kräisch,Luxembourgish
ucingo,Xhosa
mourir,French
бележка,Cebuano
maten,Haitian
provozéiert,Luxembourgish
బాగా,Telugu
aloha,Hawaiian
munda,Shona
ke,Hawaiian
rester,French
buyurtma,Uzbek
attraversare,Italian
ακτή,Greek
dị,Igbo
뒤에,Korean
musiqa,Uzbek
పొడవైన,Telugu
aizvērt,Latvian
handel,Dutch
πόλη,Greek
بگو,Persian
motsatt,Swedish
by,Slovak
తండ్రి,Telugu
plane,Slovenian
ondo,Basque
ara,Catalan
перерыв,Russian
vēl,Latvian
спійманий,Ukrainian
ਬਲਾਕ,Punjabi
kustannukset,Finnish
jiddeterminaw,Maltese
stadich,Frisian
जाना,Hindi
todo,Spanish
ស្វែងរក,Khmer
sisko,Finnish
tsirkiya,Hausa
ị,Igbo
ಎಲ್ಲಾ,Kannada
જાણવા,Gujarati
pasiekti,Lithuanian
хвала,Serbian
këto,Albanian
وهڪرو,Sindhi
ตกลง,Thai
chan,Scots
ವಿಂಡೋ,Kannada
isifundo,Xhosa
mali,Swahili
карысць,Belarusian
повторете,Bulgarian
вечар,Belarusian
край,Cebuano
wike,Frisian
වර්ග,Sinhala
또는,Korean
voa,Malagasy
hem,Swedish
eksperiment,Croatian
étaient,French
vård,Swedish
දහවල්,Sinhala
efter,Swedish
talaba,Uzbek
ice,Azerbaijani
olnud,Estonian
uuku,Hawaiian
minor,Latin
mænd,Danish
entonces,Spanish
сигуран,Serbian
kujenga,Swahili
arutama,Estonian
cabeça,Portuguese
dollar,Norwegian
स्थिति,Hindi
vloei,Afrikaans
sa,Slovak
zmačkání,Czech
поездка,Russian
sa,German
рух,Ukrainian
അവകാശം,Malayalam
